<<<<<<< HEAD
frame_number,x,y,sequence_id,sequence_annotation,number_of_points,still_file,Path,site_id,CT_serial_number,Folder,xdim,ydim,cam_id,file_name,file_id,Time,Date,PA_cat,Dig,Num_an
24,2373.2,852.2666667,OCGSV29_11,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
30,868.1333333,1010.933333,OCGSV29_12,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
30,895.3333333,702.6666667,OCGSV29_13,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
27,1131.066667,1006.4,OCGSV29_14,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
27,1144.666667,770.6666667,OCGSV29_15,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
33,1638.8,1038.133333,OCGSV29_16,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
33,1634.266667,725.3333333,OCGSV29_17,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
34,2581.733333,1074.4,OCGSV29_18,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
34,2595.333333,770.6666667,OCGSV29_19,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
37,2640.666667,1106.133333,OCGSV29_20,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
37,2676.933333,684.5333333,OCGSV29_21,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
39,482.8,1010.933333,OCGSV29_22,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
39,514.5333333,580.2666667,OCGSV29_23,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
40,283.3333333,897.6,OCGSV29_24,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
40,342.2666667,303.7333333,OCGSV29_25,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
41,913.4666667,1001.866667,OCGSV29_26,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
41,940.6666667,417.0666667,OCGSV29_27,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
42,2482,1124.266667,OCGSV29_28,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
42,2486.533333,507.7333333,OCGSV29_29,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
45,1022.266667,1060.8,OCGSV29_30,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
45,1072.133333,267.4666667,OCGSV29_31,0.4,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
49,636.9333333,965.6,OCGSV29_32,0.2,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
49,723.0666667,231.2,OCGSV29_33,0.3,1,NA,NA,OCGSV29,B121000478,OCGSV29Stills,3264,2448,B12,NA,NA_OCGSV29,NA,NA,NA,Y,
22,37.59608312,308.6925733,OCGSV29_0,Mt,1,a(12)_01.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,a(12),a(12)_OCGSV29,20:24,01/06/2017,strict,Y,
22,36.89921197,307.298831,OCGSV29_1,Mt,3,a(12)_01.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,a(12),a(12)_OCGSV29,20:24,01/06/2017,strict,Y,
27,52.23037739,308.6925733,OCGSV29_1,Mt,3,a(12)_06.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,a(12),a(12)_OCGSV29,20:24,01/06/2017,strict,Y,
41,89.86141978,310.0863156,OCGSV29_1,Mt,3,a(12)_20.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,a(12),a(12)_OCGSV29,20:24,01/06/2017,strict,Y,
108,-618.6373902,828.4472075,OCGSV29_2,Mt,1,PICT0033_01.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
119,-31.88611187,424.3228148,OCGSV29_3,Mt,1,PICT0033_12.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
119,-25.08566063,422.622702,OCGSV29_4,Mt,8,PICT0033_12.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
120,-6.384419708,412.4220251,OCGSV29_4,Mt,8,PICT0033_13.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
121,107.5231376,341.0172881,OCGSV29_4,Mt,8,PICT0033_14.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
122,107.5231386,307.0150376,OCGSV29_4,Mt,8,PICT0033_15.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
123,110.9233642,288.3137899,OCGSV29_4,Mt,8,PICT0033_16.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
124,109.2232495,264.5122072,OCGSV29_4,Mt,8,PICT0033_17.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
125,99.02257457,247.5110734,OCGSV29_4,Mt,8,PICT0033_18.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
126,95.62234895,237.3104056,OCGSV29_4,Mt,8,PICT0033_19.jpeg,F:\Stills\PNGSV\OCGSV29Stills\,OCGSV29,B121000478,OCGSV29Stills,720,480,B12,PICT0033,PICT0033_OCGSV29,23:10,13/05/2017,strict,Y,
NA,NA,NA,OCGSV29_5,Mt,NA,NA,NA,OCGSV29,NA,NA,NA,NA,NA,PICT0027,NA,04:58,10/05/2017,strict,N,
0,235.5555556,377.7777778,OCGSV30_0,Mt,1,a(155)_01.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(155),a(155)_OCGSV30,00:47,10/06/2017,strict,Y,
21,389.7777778,227.5555556,OCGSV30_1,Mt,1,a(174)_01.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
21,390.6666565,225.7777761,OCGSV30_2,Mt,13,a(174)_01.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
22,401.3333367,227.5555573,OCGSV30_2,Mt,13,a(174)_02.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
23,423.5555556,231.1111111,OCGSV30_2,Mt,13,a(174)_03.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
24,440.4444444,233.7777778,OCGSV30_2,Mt,13,a(174)_04.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
25,464.4444444,244.4444444,OCGSV30_2,Mt,13,a(174)_05.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
26,470.6666667,247.1111111,OCGSV30_2,Mt,13,a(174)_06.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
27,500,255.1111111,OCGSV30_2,Mt,13,a(174)_07.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
28,514.2222222,256.8888889,OCGSV30_2,Mt,13,a(174)_08.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
30,577.3333333,271.1111111,OCGSV30_2,Mt,13,a(174)_10.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
31,596,273.7777778,OCGSV30_2,Mt,13,a(174)_11.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
32,642.2222222,280.8888889,OCGSV30_2,Mt,13,a(174)_12.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
33,688.4444444,271.1111111,OCGSV30_2,Mt,13,a(174)_13.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
34,749.7777778,262.2222222,OCGSV30_2,Mt,13,a(174)_14.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,a(174),a(174)_OCGSV30,01:51,15/06/2017,strict,Y,
63,319.5555556,259.5555556,OCGSV30_3,Mt,1,PICT0163_01.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0163,PICT0163_OCGSV30,23:36,01/05/2017,strict,Y,
83,637.9133223,285.402066,OCGSV30_4,Mt,1,PICT0229_01.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
83,639.263763,286.7524769,OCGSV30_5,Mt,7,PICT0229_01.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
84,720.2889698,307.0087786,OCGSV30_5,Mt,7,PICT0229_02.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
85,728.3914905,309.7096188,OCGSV30_5,Mt,7,PICT0229_03.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
91,741.8956916,312.4104591,OCGSV30_5,Mt,7,PICT0229_09.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
92,756.7503128,316.4617194,OCGSV30_5,Mt,7,PICT0229_10.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
98,745.9469519,334.0171809,OCGSV30_5,Mt,7,PICT0229_16.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
102,743.2461117,336.7180211,OCGSV30_5,Mt,7,PICT0229_20.jpeg,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,720,480,B10,PICT0229,PICT0229_OCGSV30,21:52,11/05/2017,strict,Y,
103,1757.169123,1612.596865,OCGSV30_6,0.2,1,PICT0293.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0293.JPG,PICT0293.JPG_OCGSV30,NA,NA,NA,Y,
103,1710.246163,747.1289437,OCGSV30_7,0.3,1,PICT0293.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0293.JPG,PICT0293.JPG_OCGSV30,NA,NA,NA,Y,
108,1851.015042,1185.076567,OCGSV30_8,0.1,1,PICT0298.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0298.JPG,PICT0298.JPG_OCGSV30,NA,NA,NA,Y,
108,1871.86969,799.2655655,OCGSV30_9,0.2,1,PICT0298.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0298.JPG,PICT0298.JPG_OCGSV30,NA,NA,NA,Y,
109,2038.70688,835.7612007,OCGSV30_10,0.2,1,PICT0299.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0299.JPG,PICT0299.JPG_OCGSV30,NA,NA,NA,Y,
109,2023.065894,418.6682266,OCGSV30_11,0.4,1,PICT0299.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0299.JPG,PICT0299.JPG_OCGSV30,NA,NA,NA,Y,
115,3097.080302,851.4021873,OCGSV30_12,0.2,1,PICT0305.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0305.JPG,PICT0305.JPG_OCGSV30,NA,NA,NA,Y,
115,3112.721289,564.6507675,OCGSV30_13,0.4,1,PICT0305.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0305.JPG,PICT0305.JPG_OCGSV30,NA,NA,NA,Y,
117,2866.138595,870.7431777,OCGSV30_16,0.2,1,PICT0307.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0307.JPG,PICT0307.JPG_OCGSV30,NA,NA,NA,Y,
117,2875.314515,655.109079,OCGSV30_17,0.4,1,PICT0307.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0307.JPG,PICT0307.JPG_OCGSV30,NA,NA,NA,Y,
118,1887.017594,862.3225949,OCGSV30_14,0.2,1,PICT0308.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0308.JPG,PICT0308.JPG_OCGSV30,NA,NA,NA,Y,
118,1895.039842,657.4785724,OCGSV30_15,0.4,1,PICT0308.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0308.JPG,PICT0308.JPG_OCGSV30,NA,NA,NA,Y,
123,1118.126009,861.5672586,OCGSV30_18,0.2,1,PICT0313.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0313.JPG,PICT0313.JPG_OCGSV30,NA,NA,NA,Y,
123,1113.538049,687.2247959,OCGSV30_19,0.4,1,PICT0313.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0313.JPG,PICT0313.JPG_OCGSV30,NA,NA,NA,Y,
132,1150.241725,856.979299,OCGSV30_20,0.2,1,PICT0322.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0322.JPG,PICT0322.JPG_OCGSV30,NA,NA,NA,Y,
132,1145.653766,526.6462118,OCGSV30_21,0.4,1,PICT0322.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0322.JPG,PICT0322.JPG_OCGSV30,NA,NA,NA,Y,
138,2485.337953,801.9237845,OCGSV30_22,0.2,1,PICT0328.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0328.JPG,PICT0328.JPG_OCGSV30,NA,NA,NA,Y,
138,2462.398155,375.2435468,OCGSV30_23,0.4,1,PICT0328.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0328.JPG,PICT0328.JPG_OCGSV30,NA,NA,NA,Y,
140,842.8484359,889.0950158,OCGSV30_24,0.2,1,PICT0330.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0330.JPG,PICT0330.JPG_OCGSV30,NA,NA,NA,Y,
140,865.7882336,448.6508995,OCGSV30_25,0.4,1,PICT0330.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0330.JPG,PICT0330.JPG_OCGSV30,NA,NA,NA,Y,
143,729.8230844,767.9879936,OCGSV30_26,0.2,1,PICT0333.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0333.JPG,PICT0333.JPG_OCGSV30,NA,NA,NA,Y,
143,743.7097706,396.5191374,OCGSV30_27,0.3,1,PICT0333.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0333.JPG,PICT0333.JPG_OCGSV30,NA,NA,NA,Y,
160,1410.607521,884.3897351,OCGSV30_28,0.2,1,PICT0350.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0350.JPG,PICT0350.JPG_OCGSV30,NA,NA,NA,Y,
160,1393.037581,474.4244634,OCGSV30_29,0.4,1,PICT0350.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0350.JPG,PICT0350.JPG_OCGSV30,NA,NA,NA,Y,
164,1475.030635,872.6764416,OCGSV30_30,0.2,1,PICT0354.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0354.JPG,PICT0354.JPG_OCGSV30,NA,NA,NA,Y,
164,1439.890755,591.5573982,OCGSV30_31,0.4,1,PICT0354.JPG,F:\Stills\PNGSV\OCGSV30Stills\,OCGSV30,B100815356,OCGSV30Stills,3264,2448,B10,PICT0354.JPG,PICT0354.JPG_OCGSV30,NA,NA,NA,Y,
NA,NA,NA,OCGSV30_32,Mt,NA,NA,NA,OCGSV30,NA,NA,NA,NA,NA,a (183),NA,21:13,15/06/2017,strict,N,
0,505.7777778,303.1111111,OCGSV32_0,Lt,1,EK000016_01.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
0,504.4444444,301.3333333,OCGSV32_1,Lt,14,EK000016_01.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
1,480.4444444,280.0000136,OCGSV32_1,Lt,14,EK000016_02.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
2,435.1111043,254.2222205,OCGSV32_1,Lt,14,EK000016_03.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
3,428,253.3333333,OCGSV32_1,Lt,14,EK000016_04.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
5,441.3333333,247.1111111,OCGSV32_1,Lt,14,EK000016_06.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
6,448.4444444,241.7777778,OCGSV32_1,Lt,14,EK000016_07.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
7,431.5555556,240,OCGSV32_1,Lt,14,EK000016_08.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
8,424.4444444,237.3333333,OCGSV32_1,Lt,14,EK000016_09.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
9,402.2222154,237.333335,OCGSV32_1,Lt,14,EK000016_10.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
10,387.1111111,232,OCGSV32_1,Lt,14,EK000016_11.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
12,386.2222222,227.5555556,OCGSV32_1,Lt,14,EK000016_13.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
13,391.5555556,224.8888889,OCGSV32_1,Lt,14,EK000016_14.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
20,396.8888889,224.8888889,OCGSV32_1,Lt,14,EK000016_21.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
21,399.5555556,224.8888889,OCGSV32_1,Lt,14,EK000016_22.jpeg,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,720,480,B13,EK000016,EK000016_OCGSV32,03:17,20/04/2017,strict,Y,
25,1367.997039,1420.756673,OCGSV32_2,0.2,1,EK000068.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000068.JPG,EK000068.JPG_OCGSV32,NA,NA,NA,Y,
25,1299.610974,621.4945343,OCGSV32_3,0.4,1,EK000068.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000068.JPG,EK000068.JPG_OCGSV32,NA,NA,NA,Y,
27,1945.004466,1407.934286,OCGSV32_4,0.2,1,EK000070.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000070.JPG,EK000070.JPG_OCGSV32,NA,NA,NA,Y,
27,1846.699497,638.5910507,OCGSV32_5,0.4,1,EK000070.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000070.JPG,EK000070.JPG_OCGSV32,NA,NA,NA,Y,
30,790.9896131,1450.675576,OCGSV32_6,0.2,1,EK000073.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000073.JPG,EK000073.JPG_OCGSV32,NA,NA,NA,Y,
30,752.5224514,651.4134379,OCGSV32_7,0.4,1,EK000073.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000073.JPG,EK000073.JPG_OCGSV32,NA,NA,NA,Y,
32,1295.336845,1198.501961,OCGSV32_8,0.2,1,EK000075.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000075.JPG,EK000075.JPG_OCGSV32,NA,NA,NA,Y,
32,1261.143812,664.2358252,OCGSV32_9,0.4,1,EK000075.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000075.JPG,EK000075.JPG_OCGSV32,NA,NA,NA,Y,
36,2081.776596,1036.085055,OCGSV32_10,0.2,1,EK000079.JPG,F:\Stills\PNGSV\OCGSV32Stills\,OCGSV32,B13200699,OCGSV32Stills,2592,1944,B13,EK000079.JPG,EK000079.JPG_OCGSV32,NA,NA,NA,Y,
